quarter,stock,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
-0.23023030504767789,-0.3709890368348328,-0.25057909445956406,-0.2529966593069394,-0.2550205415007092,-0.25493199943785116,0.17514834412172345,-0.39306936082740274,-0.015544339338204819,0.1676321442133889,-0.2533438077048465,-0.25545740983359627,-0.224298890960521,-0.16002731283778956,-0.36558885985531075
-0.24136762205382611,-0.388935512248569,-0.266393552067685,-0.2675380048715997,-0.26764572773483286,-0.26853663428996455,0.03077013349519211,-0.23174548143265403,-0.2709123119188692,0.1805607345153514,-0.2678619490486471,-0.2654282430118255,0.12068629306075093,-0.20276124999892678,-0.38164729728316926
-0.22970204022324614,-0.3701378002507998,-0.2556810826391979,-0.25294741043135754,-0.2531992510148444,-0.25327071364460596,0.04730423794347251,0.13964554368886584,0.028010806451084783,0.026887836607970686,-0.2528298011946741,-0.2458521563673661,0.46881757540179797,-0.2262629901176335,-0.3660965409212239
-0.2280325864339435,-0.36744767197596045,-0.2517429797753788,-0.24609878373680252,-0.24890470135182666,-0.24468493223256035,0.051116549051136835,0.5123868391033294,-0.012106514880670466,0.04451908036587159,-0.24330987619884326,-0.24253990452849897,-0.0011360066680242537,0.2098764226908586,-0.3712998075604794
-0.2636899431012675,-0.42490530512007313,-0.28218592827050587,-0.2838950507784387,-0.2815977660550832,-0.28117002819687015,-0.0043026647038418575,0.018671730392744303,-0.1875161344042223,0.05626942214227448,-0.2808926401507685,-0.2811560054589195,-0.0829950807522872,0.20446582541991376,-0.4312822557844168
-0.25945138045091864,-0.4180753603181003,-0.2771920475668172,-0.27783156647278406,-0.27466671549900407,-0.27733434533401735,-0.05872200723879866,-0.06711200589481167,-0.2123272240852138,-0.006806164735791621,-0.2794938725386453,-0.2811643343464732,-0.18724441426820437,0.1635648436904622,-0.4236158803826228
-0.24571205180337724,-0.3959360494195934,-0.2654772737253805,-0.26688377325350937,-0.26981853820753454,-0.26696562936236035,0.02321655862349448,-0.1699143538122754,0.3616417767714989,-0.05786527711251828,-0.2659168916853464,-0.26698983597089726,-0.14219328663702108,0.11928070828197965,-0.3963548474546873
-0.2526856444226428,-0.40717317308393497,-0.27427568899771393,-0.2759923196437934,-0.27619201613152106,-0.27528244803597735,-0.012080329388109174,-0.1363042934792851,-0.13137393942772946,0.021270327906217846,-0.2751665087078441,-0.27860942626423746,-0.32292795823758597,0.0860325167206532,-0.40674118124787667
-0.25660985722130386,-0.41349658010113327,-0.28027168284197496,-0.2816880141359619,-0.28592836016242645,-0.28369093591026084,-0.004744776952433729,-0.3292851156583285,0.0012045409016636771,-0.014783685158708428,-0.28417588533401184,-0.2823391619101261,0.06982754536150543,0.05016616790939376,-0.4080452872320292
-0.25192909480810577,-0.4059540824313958,-0.27982901388202824,-0.2796087721667778,-0.2806374855918954,-0.2779259462636368,0.019824080320684664,0.09209088744283941,0.05870092254417821,-0.007154353572465039,-0.2758187288979547,-0.2700083367875843,0.3696776439007889,0.012727263984567581,-0.4013386551908139
-0.24339849364041669,-0.39220802276228456,-0.2672743564216953,-0.2637375710121849,-0.26509491332048574,-0.26152936584862185,-0.03219486498485788,0.3984163237996219,-0.17885939774661122,0.016657094354781177,-0.2611313356095272,-0.2581754654094564,0.15196189692710443,-0.02299079170278525,-0.3959276077610981
-0.324630093682755,-0.48707520443103375,-0.09935521287795902,-0.08559762618280092,-0.09297317372178246,-0.08954946044182303,-0.14215140582756985,0.2976707395916105,-0.2996056033910673,-0.06133372913823069,-0.09083984679599086,-0.07260446763024236,0.5117031614707486,0.24499556963729865,-0.2928908368053924
-0.32079515192755004,-0.4813212553186543,-0.08968694632061332,-0.07855823233131962,-0.08324304186267607,-0.07073517049566093,-0.17776216729558686,0.5622564798094456,-0.35639886441382657,-0.14317212724929274,-0.07256865175116914,-0.07407933063291726,-0.035665654943569255,0.19559356781982967,-0.3061687805155535
-0.32187493933456396,-0.4829413690488598,-0.07265842625504257,-0.07454218227097037,-0.07678700379900506,-0.0733299014281383,-0.15318516791581172,-0.013565975152199199,0.3486844840010644,-0.18093653277948196,-0.07262432596609296,-0.09436259124288991,-0.5774697027404249,0.14958758238013634,-0.3050572600152167
-0.3352864846810662,-0.5030640604397802,-0.07548858571704448,-0.08191309428914574,-0.09291764634067023,-0.09739869861496551,-0.13397015398985396,-0.6142979816915713,0.22491576166688515,-0.16234454405113194,-0.09450934619865416,-0.09868446060627609,-0.11394123197030522,0.10721173126084335,-0.29762490647527845
-0.3128194676580524,-0.4693545334353796,-0.08810139002634626,-0.09487314509482764,-0.08921654446178427,-0.09123861992893528,-0.14759267091290296,-0.08926401364616726,-0.2037043749726844,-0.12766851931932638,-0.08973433941990139,-0.06541385408192214,0.6848603123421543,0.05467612674296146,-0.2773134009729454
-0.29645146536780265,-0.44479597211653243,-0.08497432975553007,-0.06796879473047221,-0.07807830801684763,-0.06102640391363751,-0.13224586090162732,0.7128957835264839,0.04595142959653296,-0.14232935081320386,-0.06367471463156318,-0.07251022384817915,-0.22995478694480728,0.008836708741891125,-0.28681735782864126
-0.3561763232352759,-0.5344071878402438,-0.07631449062842065,-0.08022060407916588,-0.0762380576991188,-0.08604710525853777,-0.19164741859847834,-0.2667591255547572,-0.32937042769467695,-0.16187627488251322,-0.09194586113777442,-0.10783713443365003,-0.43221929613446347,-0.041020243190880525,-0.33303866353626643
-0.371095503288512,-0.5567919353291034,-0.09567020528138104,-0.10299911017832954,-0.10739021531641449,-0.11138745733692829,-0.1747453756441389,-0.45074148961403165,0.30501468862881875,-0.2026661058369426,-0.10895163624074539,-0.11030340592463234,-0.03562501091328759,-0.09653864063413774,-0.32577897550120344
-0.43663071578272233,-0.6551210109268919,-0.12810975927525653,-0.12674278550587217,-0.1297493135008267,-0.12862881254921474,-0.2073751499378964,-0.011352962972872348,-0.06129857958625744,-0.20922897495336987,-0.12652954923732784,-0.12267131526264195,0.11168015241829708,-0.17688855363131437,-0.3857801984787541
-0.42699836891716925,-0.6406686314032768,-0.12365037545653261,-0.11333049851318759,-0.11692940920904293,-0.1187882468062165,-0.20634832793352298,0.14866569020565004,-0.07851883658578229,-0.20633791365544368,-0.12373822818972086,-0.1213312131303547,0.07079373759365984,-0.23489107110349192,-0.3842656671617693
-0.411669252509257,-0.6176688151403165,-0.11921136318568497,-0.12199638657937076,-0.1292241227595655,-0.11584997699492335,-0.1886055860061854,0.10392766471111861,0.06645531559525046,-0.2023389096754784,-0.10856260777585737,-0.09997339624063042,0.24110709699644248,-0.28614097628613777,-0.36915975216473024
-0.3841997364636428,-0.5764535353375313,-0.10119627657042221,-0.10119372416382158,-0.09866209152854198,-0.0921420517879451,-0.201527714765939,0.2685809837079825,-0.27807492301704145,-0.1792264327090318,-0.09242682564540156,-0.09587255460238164,-0.08821543310248386,-0.3227475920413808,-0.35987148349387305
-0.3295087340135784,-0.45782569980089693,0.12067706341402304,0.1465047635082206,0.1311285558897377,0.1505507564718687,-0.16194155987569572,0.6083156447254335,-0.3238495494943154,-0.15918279071426406,0.15124683752868595,0.15458737522397883,0.08176712817442822,-0.13349112021141452,-0.09035212302746898
-0.37592046281936053,-0.5223110382034931,0.1738417212323449,0.171487280633725,0.17600983846263998,0.1793524765412228,-0.22442999710442496,0.12783193113648053,-0.4668457743857317,-0.1878435721738533,0.18840855499407702,0.19396420457555313,0.12307545270894035,-0.20679320247822502,-0.11012936337627183
-0.33303955913904165,-0.4627314953597886,0.16812181111271618,0.17589997279469435,0.17465167968837497,0.1745970782839276,-0.17712156108089058,0.14132311820856497,0.4185600673352631,-0.20144405652256422,0.17335629549516737,0.14810730114153006,-0.41183567180193636,-0.2314874477826284,-0.11167531769251983
-0.3456683428276104,-0.4802781675205783,0.18120929199443317,0.18087120766297088,0.16856293907242664,0.15641548781808398,-0.1726652568605947,-0.42834973602078785,0.11337382326744087,-0.18663182459961938,0.15704396727554218,0.17533887650360763,0.34927319452434397,-0.29037923429992546,-0.09335719370614122
-0.3459571985680083,-0.4806795091781373,0.15835683081393478,0.16922046789053696,0.16994497961771876,0.1783296422953211,-0.198293677504319,0.3981436229782807,-0.32080304923368064,-0.17564549891114875,0.17916813450097924,0.18313256805086825,0.09300460576907779,-0.34077760095051896,-0.11332679970386451
-0.4005567418776342,-0.5565411527226413,0.20892270826860795,0.2115602127901916,0.22107636898021038,0.21538937731177862,-0.23191979889872974,0.14502198208098088,-0.08032351186337705,-0.23276731678685308,0.22234758209476135,0.2225199269452414,0.03204494272976584,0.30229676501979974,-0.13902531797821718
-0.39120400156481727,-0.5435462775136733,0.21866214432403305,0.20718590284058158,0.21521262269012234,0.22067143085637167,-0.24029786091396796,0.06306247422162889,-0.287248797186883,-0.22960090700101407,0.2131447278167233,0.20890446868545984,-0.044045750688657036,0.2385228889891011,-0.14461000639325514
-0.3552250796423169,-0.49355647934774133,0.19489386200433395,0.20096798633450857,0.18384348724437435,0.1926779302159849,-0.19609901600739066,-0.015504821181915212,0.5063504044982237,-0.22096471406935503,0.1947906471988386,0.18452577334144468,-0.14901736176978236,0.16508666681022197,-0.12473124478341208
-0.42549896297833834,-0.5911963489322447,0.23495183088649024,0.22362672818679116,0.2024033200867854,0.2245645823645784,-0.23162242701689756,-0.15747397159030802,0.006164915247955557,-0.23830162662276977,0.2224811874533148,0.21905027168029695,-0.028827969786539807,0.1360582145564105,-0.14399102660072913
-0.38997628378293325,-0.5418404630856227,0.20535469646413226,0.20044763032424312,0.20077932368802714,0.20398950260049448,-0.21694188345048374,0.0015775374046104514,-0.10544995733529203,-0.21542009089865882,0.19899484033268464,0.17195334518794372,-0.4411955151950862,0.06816197495154806,-0.13036616682903895
